,hotel_name,app_name,category,permit_day,address,permit_date,keido,ido,year,age,count
1075,蛮子民宿二条城　竹,"蛮子投資集団株式会社
代表取締役　張　一凡",簡易宿所,H30.05.21,京都市中京区西ノ京左馬寮町７番地４１,2018-05-21 00:00:00,135.73747347,35.01680461,2018,2010,1
1074,ＥＮＲＡＫＵ,"中河　知史
　",簡易宿所,H30.05.21,京都市中京区西ノ京左馬寮町８番地２７,2018-05-21 00:00:00,135.73678187,35.01691014,2018,2010,1
1733,レジステイ　弘庵　別邸,"有限会社ヴィラ三和
取締役　宮本　紫",簡易宿所,H30.05.21,京都市東山区宮川筋四条下る宮川筋五丁目３２９番地２,2018-05-21 00:00:00,135.77423409,35.00358939,2018,2010,1
1734,さきぞうヴィラ　京都神宮道三条,"サキゾーネットワーク株式会社
代表取締役　田村　元起",簡易宿所,H30.05.21,京都市東山区三条通白川橋東入二丁目西町１５１番地１,2018-05-21 00:00:00,135.78266647,35.009538899999995,2018,2010,1
2444,ＪＡＰＡＮＩＮＧ　ＨＯＴＥＬ　輝幸庵,"株式会社ボイルドエッグ
代表取締役　佐々木　優也",簡易宿所,H30.05.21,京都市下京区下松屋町通花屋町下る突抜二丁目３６８番地２,2018-05-21 00:00:00,135.75661919,35.00315044,2018,2010,1
2446,川溿,"万　斉斌
　",簡易宿所,H30.05.22,京都市下京区加茂川端六軒町下る八ツ柳町３５６番地１,2018-05-22 00:00:00,135.76696293,34.99304582,2018,2010,1
2445,長江家住宅　袋屋,"株式会社フージャースコーポレーション
代表取締役　小川　栄一",簡易宿所,H30.05.22,京都市下京区新町通綾小路下る船鉾町,2018-05-22 00:00:00,135.75679419999997,35.00235606,2018,2010,1
1076,京夢舎,"黄　偉傑
　",簡易宿所,H30.05.22,京都市中京区壬生松原町１番地４９,2018-05-22 00:00:00,135.74122345,35.00080878,2018,2010,1
609,Ｃｏｚｙ　ｅｎｊｏｙｍｅｎｔ　ｈｏｔｅｌ　ｎｏ．１１,"株式会社ハンドグローイング
代表取締役　辻　武弘",簡易宿所,H30.05.23,京都市左京区静市市原町６１９番地３,2018-05-23 00:00:00,135.76386193,35.07939805,2018,2010,1
101,京わら天神,"新井　滋子
　",簡易宿所,H30.05.23,京都市北区平野宮西町６４番地７,2018-05-23 00:00:00,135.73163214,35.03418059,2018,2010,1
1735,Ｋｉｙｏｍｉｚｕ　Ｇａｒｄｅｎ　Ｌｕｘｅ,"日本収益不動産株式会社
代表取締役　井上　雄玄",簡易宿所,H30.05.24,京都市東山区五条橋東六丁目５３８番地１４　１階,2018-05-24 00:00:00,135.78061972,34.99476799,2018,2010,1
102,ＧＵＥＳＴＨＯＵＳＥ　ＨＡＮＡＭＩＹＡ,"ジェイムス　バンクス
　",簡易宿所,H30.05.24,京都市北区紫野中柏野町６５番地３１,2018-05-24 00:00:00,135.73909807,35.03502235,2018,2010,1
1736,Ｋｉｙｏｍｉｚｕ　Ｇａｒｄｅｎ　Ａｎｎｅｘ,"日本収益不動産株式会社
代表取締役　井上　雄玄",簡易宿所,H30.05.24,京都市東山区五条橋東六丁目５３８番地１４　２階,2018-05-24 00:00:00,135.78061972,34.99476799,2018,2010,1
373,Ｔ’ｓ　Ｇｕｅｓｔ　Ｈｏｕｓｅ,"長田　宇生
　",簡易宿所,H30.05.28,京都市上京区千本通元誓願寺下る松屋町３９９番地,2018-05-28 00:00:00,135.74233671,35.02862027,2018,2010,1
2860,Ｋｙｏｔｏ　Ｋｕｊｏ　Ｉｎｎ,"薮田　敏明
　",簡易宿所,H30.05.28,京都市南区東九条中御霊町６５番地,2018-05-28 00:00:00,135.76246673,34.9780776,2018,2010,1
2861,ダイワロイヤルホテルグランデ京都,"ダイワロイヤルホテルシティ株式会社
代表取締役　柴山　良成",ホテル,H30.05.29,京都市南区東九条西岩本町１５番地,2018-05-29 00:00:00,135.76360804,34.98431319,2018,2010,1
1077,ホテルリソル京都　河原町三条,"リソルホテル株式会社
代表取締役　今泉　芳親",ホテル,H30.05.29,京都市中京区河原町通三条下る大黒町５７番地，５７番地３他,2018-05-29 00:00:00,135.76919834,35.00854451,2018,2010,1
2447,五条庵,"株式会社ヒルズマネジメント
代表取締役　岡庭　明彦",簡易宿所,H30.05.30,京都市下京区東洞院通五条下る三丁目和泉町５４１番地２,2018-05-30 00:00:00,135.76086631,34.99434286,2018,2010,1
1078,京恋　烏丸御池,"アスター国際産業ソリューション株式会社
代表取締役　叶　婷婷",簡易宿所,H30.05.31,京都市中京区衣棚通押小路上る上妙覚寺町２１５番地１,2018-05-31 00:00:00,135.75737993,35.01262192,2018,2010,1
1079,御屋・橘,"株式会社カヨウ
代表取締役　王　維",旅館,H30.06.01,京都市中京区西ノ京船塚町１６番地５２，１６番地４,2018-06-01 00:00:00,135.73716804,35.01121343,2018,2010,1
374,京都西陣の宿　花つなぎ,"加藤　充
　",簡易宿所,H30.06.04,京都市上京区上立売通浄福寺西入二丁目下る姥ヶ榎木町８４８番地,2018-06-04 00:00:00,135.73958149,35.02348737,2018,2010,1
3256,ゲストハウスみゅう,"株式会社みゅう
代表取締役　谷口　明子",簡易宿所,H30.06.04,京都市伏見区深草加賀屋敷町１１番地１７,2018-06-04 00:00:00,135.75792477,34.94886941,2018,2010,1
1080,プライベートレジデンス　二条城　和,"レイバーランド有限会社
代表取締役　齋藤　勉",簡易宿所,H30.06.04,京都市中京区夷川通小川東入東夷川町６３６番地８,2018-06-04 00:00:00,135.75435795,35.01479115,2018,2010,1
2862,Ｇｕｅｓｔ　Ｈｏｕｓｅ　Ｏｎｅ　Ｍｏｒｅ　Ｈｅａｒｔ,"株式会社Ｏｎｅ　Ｍｏｒｅ　Ｈｅａｒｔ
代表取締役　吉田　奨",簡易宿所,H30.06.04,京都市南区東九条中殿田町１５番地１５,2018-06-04 00:00:00,135.75774487,34.98139665,2018,2010,1
1737,小田家,"田　野
　",簡易宿所,H30.06.05,京都市東山区八坂鳥居前南入清井町４９３番地８,2018-06-05 00:00:00,135.77472016,35.00353384,2018,2010,1
2863,東寺南五重塔ゲストハウス,"浅田　俊一
　",簡易宿所,H30.06.05,京都市南区西九条南田町３８番地３,2018-06-05 00:00:00,135.74835389,34.97882453,2018,2010,1
2864,Ｖａｃａｔｉｏｎ　Ｒｅｎｔａｌ　Ｓｏｒａ,"Ｌａｎｄ　Ｂｅｌｌ　Ｊａｐａｎ株式会社
代表取締役　坂本　隼",簡易宿所,H30.06.05,京都市南区東九条松田町１４３番地１,2018-06-05 00:00:00,135.75426461,34.97582767,2018,2010,1
2448,竹影月影,"株式会社蘇影
代表取締役　趙　治　暉",簡易宿所,H30.06.05,京都市下京区松原通寺町西入石不動之町６８１番地,2018-06-05 00:00:00,135.76592672,34.99920084,2018,2010,1
2865,Ｉｎａｒｉ　Ｈｏｕｓｅ,"森田　さなえ
　",簡易宿所,H30.06.08,京都市南区東九条東御霊町１番地２６,2018-06-08 00:00:00,135.76318885,34.97726938,2018,2010,1
2449,弁慶,"有限会社京滋エルシーホーム
代表取締役　井上　大輝",簡易宿所,H30.06.11,京都市下京区河原町通上枳殻馬場上る若宮町４７１番地３,2018-06-11 00:00:00,135.76429377,34.99294857,2018,2010,1
2867,紡・京都駅前,"株式会社レ・コネクション
代表取締役　奥田　久雄",簡易宿所,H30.06.12,京都市南区東九条南山王町２６番地１,2018-06-12 00:00:00,135.76123619,34.98191611,2018,2010,1
1081,雲井　聚楽廻,"株式会社雲井
代表取締役　尚　英強",簡易宿所,H30.06.12,京都市中京区聚楽廻松下町１２番地３１,2018-06-12 00:00:00,135.73779838,35.01971824,2018,2010,1
1738,雲井　東福寺,"株式会社雲井
代表取締役　尚　英强",簡易宿所,H30.06.12,京都市東山区一橋野本町８７番地４６,2018-06-12 00:00:00,135.76881854,34.98449386,2018,2010,1
2866,桂川ハウス,"林　毅
　",簡易宿所,H30.06.12,京都市南区久世大藪町２６番地９,2018-06-12 00:00:00,135.71846674,34.96115629,2018,2010,1
1082,Ｆ’ｓ　Ｆｌａｔｓ　ゲストハウス１０４,"株式会社ＢＢ・ＷＥＳＴ
代表取締役　深谷　元彦",簡易宿所,H30.06.13,京都市中京区壬生梛ノ宮町２番地１３,2018-06-13 00:00:00,135.74292325,35.0028142,2018,2010,1
1739,ゲストハウス　Ａｂｉ　東山五条,"中山　健一
　",簡易宿所,H30.06.13,京都市東山区耳塚通五条下る一丁目袋町３０２番地,2018-06-13 00:00:00,135.77124853,34.99444575,2018,2010,1
2868,季・京都　Ｔｏｋｉ　Ｋｙｏｔｏ,"ＣＯＣＯＲＯｌｉｆｅ株式会社
代表取締役　董　暁霞",簡易宿所,H30.06.13,京都市南区西九条唐橋町５４番地６,2018-06-13 00:00:00,135.75136475,34.9815049,2018,2010,1
1083,Ｆ’ｓ　Ｆｌａｔｓ　ゲストハウス３０１,"株式会社ＢＢ・ＷＥＳＴ
代表取締役　深谷　元彦",簡易宿所,H30.06.13,京都市中京区壬生梛ノ宮町２番地１３,2018-06-13 00:00:00,135.74292325,35.0028142,2018,2010,1
1084,ＧＲＡＮＤ　ＪＡＰＡＮＩＮＧ　ＨＯＴＥＬ　ＭＥＬＤＩＡ　二条城,"株式会社ガーネット
代表取締役　中野　拓磨",ホテル,H30.06.14,京都市中京区姉小路通堀川西入樽屋町４７３番地,2018-06-14 00:00:00,135.75130839,35.00970819,2018,2010,1
2450,メゾンドココ,"内藤　慎二
　",簡易宿所,H30.06.14,京都市下京区花屋町通櫛笥西入薬園町１７０番地４,2018-06-14 00:00:00,135.74704262,34.99254841,2018,2010,1
2869,Ｕｍｅ　Ｈｏｕｓｅ,"株式会社Ｋ’ｓホーム
代表取締役　大島　清孝",簡易宿所,H30.06.14,京都市南区八条源町８５番地１,2018-06-14 00:00:00,135.74375137,34.9825714,2018,2010,1
1741,Ｆｒｉｅｎｄｓ　Ｋｙｏ,"株式会社朋友
代表取締役　リムベオルンスタンリー",簡易宿所,H30.06.14,京都市東山区新道通団栗下る一丁目上柳町１９３番地,2018-06-14 00:00:00,135.77183438,35.0013868,2018,2010,1
375,Ｓｔａｙ　ＳＡＫＵＲＡ・京都　西陣,"Ｓｔａｙ　ＪＡＰＡＮ株式会社
代表取締役　髙橋　誠一",簡易宿所,H30.06.14,京都市上京区元誓願寺通大宮東入寺今町４９２番地３,2018-06-14 00:00:00,135.75070537,35.02832041,2018,2010,1
1740,京恋鴨川,"アスター国際産業ソリューション株式会社
代表取締役　叶　婷婷",簡易宿所,H30.06.14,京都市東山区大和大路通四条下る三丁目博多町６３番地２,2018-06-14 00:00:00,135.77275928,35.00165623,2018,2010,1
376,ト一,"株式会社ト一
代表取締役　佐藤　拓",簡易宿所,H30.06.15,京都市上京区西洞院通一条上る大峰図子町,2018-06-15 00:00:00,135.75527717,35.02690946,2018,2010,1
377,上七軒　卯庵,"新田　浩雅
　",簡易宿所,H30.06.15,京都市上京区御前通今出川上る鳥居前町６６４番地７４,2018-06-15 00:00:00,135.73753438,35.03130602,2018,2010,1
103,ＫＩＴＡＮＯ　ＨＡＫＵＢＡＩＣＨＯ　ＩＮＮ　♯２,"株式会社昌久
代表取締役　黒田　昌資",簡易宿所,H30.06.15,京都市北区大将軍川端町６番地，９番地,2018-06-15 00:00:00,135.73229049,35.02612031,2018,2010,1
1085,Ａｐａｐａｎｅ　二条城,"井上　大輝
　",簡易宿所,H30.06.15,京都市中京区聚楽廻西町１８８番地１９,2018-06-15 00:00:00,135.73935106,35.01683241,2018,2010,1
1742,ＦＵＳＨＩＭＩ　ＩＮＡＲＩ　ＩＮＮ,"株式会社昌久
代表取締役　黒田　昌資",簡易宿所,H30.06.15,京都市東山区福稲下高松町１９番地６,2018-06-15 00:00:00,135.76883256,34.97350054,2018,2010,1
1743,修道　しゃくどう庵,"株式会社アークユニオン
代表取締役　山本　勝彦",簡易宿所,H30.06.18,京都市東山区馬町通妙法院北門前妙法院前側町４２７番地９,2018-06-18 00:00:00,135.77694519999997,34.99220989,2018,2010,1
1744,望清水,"協行株式会社
代表取締役　馬　梦沢",簡易宿所,H30.06.18,京都市東山区松原通清水寺門前清水一丁目２８８番地６,2018-06-18 00:00:00,135.77487861,34.99776491,2018,2010,1
1086,京恋　風鈴,"株式会社茗水
代表取締役　耿　暢",簡易宿所,H30.06.18,京都市中京区六角通猪熊西入鍛冶屋町３５１番地,2018-06-18 00:00:00,135.74955586,35.00723893,2018,2010,1
1087,灯りそう,"上田　祐子
　",簡易宿所,H30.06.18,京都市中京区壬生松原町３６番地５,2018-06-18 00:00:00,135.74000415,34.99886448,2018,2010,1
2451,ＧＲＡＮＤ　ＪＡＰＡＮＩＮＧ　ＨＯＴＥＬ　丹波口　ＳＯＵＴＨ,"株式会社ガーネット
代表取締役　中野　拓磨",ホテル,H30.06.18,京都市下京区西新屋敷下之町,2018-06-18 00:00:00,135.7428846,34.99290944,2018,2010,1
2452,Ｏｈａｎａ,"田中　敦
　",簡易宿所,H30.06.18,京都市下京区櫛笥通丹波口下る裏片町１８１番地１６,2018-06-18 00:00:00,135.74706205,34.993167799999995,2018,2010,1
1088,和宿　四季,"正面　勝人
　",簡易宿所,H30.06.18,京都市中京区壬生御所ノ内町４０番地１７,2018-06-18 00:00:00,135.74265378,35.00487236,2018,2010,1
3257,ＣＯＴＯ京都伏見稲荷５,"株式会社古都
代表取締役　石井　光一",簡易宿所,H30.06.18,京都市伏見区深草下横縄町２３番地１７,2018-06-18 00:00:00,135.76891586,34.96935377,2018,2010,1
1089,Ｇｕｅｓｔ ｈｏｕｓｅ Ｊｙｕｎ,"株式会社大創
代表取締役　亀川　鐘太",簡易宿所,H30.06.19,京都市中京区西ノ京勧学院町１番地１２　１Ｆ，２Ｆ,2018-06-19 00:00:00,135.74476735,35.00992754,2018,2010,1
2457,ホスタ五条烏丸　瑛,"株式会社ホスタ
代表取締役　東尾　浩史",簡易宿所,H30.06.19,京都市下京区室町新町の間松原下る徳万町２０２番地７,2018-06-19 00:00:00,135.75761093,34.99834528,2018,2010,1
2456,紡・島原大門別邸,"株式会社レ・コネクション
代表取締役　奥田　久雄",簡易宿所,H30.06.19,京都市下京区西新屋敷中堂寺町５８番地８,2018-06-19 00:00:00,135.74378175,34.993373299999995,2018,2010,1
2455,松梅亭,"赤松　理恵
　",簡易宿所,H30.06.19,京都市下京区油小路通六条下る西若松町２４７番地３,2018-06-19 00:00:00,135.75388368,34.99270402,2018,2010,1
3053,ＮＯＹＡＤＯ－ＡＲＡＳＨＩＹＡＭＡ,"株式会社クオーレ不動産
代表取締役　原田隆博",簡易宿所,H30.06.19,京都市右京区嵯峨天龍寺車道町４８番地７,2018-06-19 00:00:00,135.68005829,35.01672078,2018,2010,1
2453,丸　和泉屋町,"株式会社室町不動産
代表取締役　小杉　秀樹",簡易宿所,H30.06.19,京都市下京区木屋町通松原上る二丁目和泉屋町１７２番地,2018-06-19 00:00:00,135.76919303,34.99982859,2018,2010,1
2870,京都クリスタルホテルⅡ,"株式会社リゾートライフ
代表取締役　松井　泰子",簡易宿所,H30.06.19,京都市南区東九条東岩本町１５番地４,2018-06-19 00:00:00,135.76486624,34.98409102,2018,2010,1
3258,ＣＯＴＯ京都伏見稲荷３,"株式会社古都
代表取締役　白岩　貢",簡易宿所,H30.06.19,京都市伏見区深草森吉町２４番地２９,2018-06-19 00:00:00,135.7682354,34.97116466,2018,2010,1
3259,紡・伏見稲荷別邸,"張　志德
　",簡易宿所,H30.06.19,京都市伏見区深草上横縄町１７番地７,2018-06-19 00:00:00,135.76832983,34.97078693,2018,2010,1
1745,京都橘屋　祇園山城邸,"フィデスホーム株式会社
代表取締役　赤尾　聖久",簡易宿所,H30.06.19,京都市東山区大黒町通松原下る二丁目山城町２８２番地５,2018-06-19 00:00:00,135.77109569,34.99740104,2018,2010,1
2454,烏丸六条ホテル,"株式会社ＡＷ
代表取締役　足立　晴彦",簡易宿所,H30.06.19,京都市下京区六条通室町東入東魚屋町２３３番地,2018-06-19 00:00:00,135.7582638,34.99415673,2018,2010,1
2871,ＧＵＥＳＴ　ＨＯＵＳＥ　ＤＩＳＣＯＶＥＲＹ　ＳＨＩＰ,"沖松　一弥
　",簡易宿所,H30.06.19,京都市南区西九条森本町５番地,2018-06-19 00:00:00,135.74885937,34.97205293,2018,2010,1
610,ＫＯＹＡＳＵ　ＨＯＵＳＥ,"Ｊａｐａｎ　Ｅｘｐｅｒｉｅｎｃｅ株式会社
代表取締役　森　昌子",簡易宿所,H30.06.20,京都市左京区北白川久保田町６４番地４,2018-06-20 00:00:00,135.78765174,35.02902602,2018,2010,1
1091,ゲストハウス大黒,"大黒　一仁
　",簡易宿所,H30.06.20,京都市中京区堺町通御池下る丸木材木町６８４番地１　２Ｆ,2018-06-20 00:00:00,135.7633572,35.00994438,2018,2010,1
1090,京町家ちよせ,"株式会社ＣＹＳ　ＪＡＰＡＮ
代表取締役　山口　知夏",簡易宿所,H30.06.20,京都市中京区竹屋町通車屋町東入清水町３９１番地　１階，２階,2018-06-20 00:00:00,135.76029342,35.01615222,2018,2010,1
611,八重家　あきつき町,"八光地所株式会社
代表取締役　藤林　孝二郎",簡易宿所,H30.06.20,京都市左京区川端より六筋東夷川上る秋築町２４７番地１３,2018-06-20 00:00:00,135.77490321,35.01441623,2018,2010,1
378,香柏　西陣,"香柏株式会社
代表取締役　高橋　孟",簡易宿所,H30.06.20,京都市上京区芦山寺通千本東入三丁目戌亥町１１５番地３,2018-06-20 00:00:00,135.74331709999998,35.03530853,2018,2010,1
1092,Ｎｅｓｔ　ａｔ　Ｎｉｓｈｉｋｉ，Ｋｙｏｔｏ,"株式会社ネストアット京都
代表取締役　田畑　美千代",ホテル,H30.06.20,京都市中京区柳馬場通六角下る井筒屋町４２４番地,2018-06-20 00:00:00,135.76410168,35.00643078,2018,2010,1
3054,椛　京都嵐山,"株式会社ＳＴＤマネジメント
代表取締役　有田　信行",簡易宿所,H30.06.20,京都市右京区嵯峨天龍寺若宮町１７番地４,2018-06-20 00:00:00,135.68149414,35.02040365,2018,2010,1
3055,太秦聖徳庵,"中川　信男
　",簡易宿所,H30.06.21,京都市右京区太秦森ケ前町１１番地２３,2018-06-21 00:00:00,135.71322289,35.01225471,2018,2010,1
1746,器,"株式会社まちピチュ
代表取締役　熊川　三興",簡易宿所,H30.06.21,京都市東山区本町八丁目８６番地,2018-06-21 00:00:00,135.76983504,34.98647146,2018,2010,1
1747,東山庵　桃李,"株式会社住宅計画
代表取締役　國本　浩志",簡易宿所,H30.06.21,京都市東山区宝福寺門前小島町１４４番地７,2018-06-21 00:00:00,135.77423409,35.00358939,2018,2010,1
3260,Ｃｏｚｙ　ｅｎｊｏｙｍｅｎｔ　ｈｏｔｅｌ　Ｎｏ．２５,"株式会社ハンドグローイング
代表取締役　辻　武弘",簡易宿所,H30.06.21,京都市伏見区土橋町３５５番地６,2018-06-21 00:00:00,135.75675469,34.93691492,2018,2010,1
1093,壬生小宿,"西村　和代
　",簡易宿所,H30.06.21,京都市中京区壬生高樋町６０番地５３,2018-06-21 00:00:00,135.74051238,35.00153649,2018,2010,1
2872,ＪＡＰＡＮＩＮＧ　京都駅南,"株式会社藤田
代表取締役　藤田　和也",簡易宿所,H30.06.21,京都市南区東九条中殿田町２番地８,2018-06-21 00:00:00,135.75652552,34.98091334,2018,2010,1
1096,ＧＡＴＥ８０京都二条,"有限会社プロシード不動産販売
代表取締役　小村　圭一",簡易宿所,H30.06.22,京都市中京区聚楽廻東町１０番地１５号１階，２階,2018-06-22 00:00:00,135.74223133,35.01747407,2018,2010,1
1095,Ｓｔａｙ　ＳＡＫＵＲＡ・京都　二条離宮,"Ｓｔａｙ　ＪＡＰＡＮ株式会社
代表取締役　髙橋　誠一",簡易宿所,H30.06.22,京都市中京区西洞院通二条下る二条西洞院町６４６番地３,2018-06-22 00:00:00,135.75523569,35.0129302,2018,2010,1
1094,トモヤレジデンスホテル京都,"友屋建物株式会社
代表取締役　林　大輔",簡易宿所,H30.06.22,京都市中京区二条通高倉西入松屋町５８番地,2018-06-22 00:00:00,135.76216831,35.0139135,2018,2010,1
2458,京ノ家　五条店,"株式会社ホリテック
代表取締役　堀　宏道",簡易宿所,H30.06.22,京都市下京区東洞院通五条下る二丁目福島町５１２番地４,2018-06-22 00:00:00,135.76074406,34.99540388,2018,2010,1
2460,ＧＲＡＮＤ　ＪＡＰＡＮＩＮＧ　ＨＯＴＥＬ　丹波口,"株式会社ガーネット
代表取締役　中野　拓磨",簡易宿所,H30.06.22,京都市下京区中堂寺坊城町２番地,2018-06-22 00:00:00,135.74420943,34.99595366,2018,2010,1
2459,蛮子民宿　司,"蛮子投資集団株式会社
代表取締役　張　一凡",簡易宿所,H30.06.22,京都市下京区二人司町９番地２,2018-06-22 00:00:00,135.74688987,34.99181791,2018,2010,1
1824,ＣＯＣＯＲＯ,"合同会社ＴＥＢＡＮＤ
代表社員　寺本　龍一",簡易宿所,H30.06.22,京都市山科区御陵鴨戸町５１番地１（家屋番号　７番）,2018-06-22 00:00:00,135.80232885,34.99561248,2018,2010,1
2873,宿　ＺＥＮ,"エムズプランニング株式会社
代表取締役　福田　実",簡易宿所,H30.06.25,京都市南区西九条池ノ内町９３番地１１,2018-06-25 00:00:00,135.75314791,34.98330199,2018,2010,1
2874,山崎屋　別邸,"鈴木　一輝
　",簡易宿所,H30.06.25,京都市南区西九条寺ノ前町３番地,2018-06-25 00:00:00,135.75270624,34.98484353,2018,2010,1
612,ＨＩＧＡＳＨＩＹＡＭＡ　ＩＣＨＩＪＯ　ＩＮＮ,"株式会社昌久
代表取締役　黒田　昌資",簡易宿所,H30.06.26,京都市左京区吉田牛ノ宮町１８番地７,2018-06-26 00:00:00,135.7764307,35.02495133,2018,2010,1
1098,Ｋ－ａｎビル　４Ａ,"株式会社デイグラン
代表取締役　岩城宏和",簡易宿所,H30.06.26,京都市中京区錦小路通室町西入天神山町２７６番地，２７７番地,2018-06-26 00:00:00,135.75706076,35.00474754,2018,2010,1
2461,紡・島原大門,"角谷　直也
　",簡易宿所,H30.06.26,京都市下京区西新屋敷中堂寺町５８番地５，５８番地７,2018-06-26 00:00:00,135.74378175,34.993373299999995,2018,2010,1
1097,ＪＡＰＡＮＩＮＧ　ＨＯＴＥＬ　二条城朱雀,"株式会社ガーネット
代表取締役　中野　拓磨",簡易宿所,H30.06.26,京都市中京区西ノ京式部町４０番地２,2018-06-26 00:00:00,135.74362293,35.01379664,2018,2010,1
1823,ＹＡＭＡＳＨＩＮＡ　ＫＩＴＡＫＡＺＡＮ　ＩＮＮ,"株式会社昌久
代表取締役　黒田　昌資",簡易宿所,H30.06.27,京都市山科区北花山中道町３５番地１０,2018-06-27 00:00:00,135.80176758,34.98728587,2018,2010,1
1099,宮崎屋　高倉二条,"宮﨑　好平
　",簡易宿所,H30.06.27,京都市中京区高倉通二条下る瓦町５４０番地　２Ｆ,2018-06-27 00:00:00,135.76226831,35.01343299,2018,2010,1
1748,CAFETEL 京都三条 for Ladies,"京阪ホールディングス株式会社
代表取締役　加藤　好文",簡易宿所,H30.06.27,京都市東山区大和大路通三条下る新五軒町１７３番地,2018-06-27 00:00:00,135.77260080000002,35.00776959,2018,2010,1
2875,お宿　東寺３,"Ｌａｎｄ　Ｂｅｌｌ　Ｊａｐａｎ株式会社
代表取締役　坂本　隼",簡易宿所,H30.06.27,京都市南区西九条西柳ノ内町４４番地,2018-06-27 00:00:00,135.75130924,34.97531101,2018,2010,1
2462,季・松原　Ｔｏｋｉ　Ｍａｔｓｕｂａｒａ,"ＣＯＣＯＲＯｌｉｆｅ株式会社
代表取締役　董　暁霞",簡易宿所,H30.06.27,京都市下京区松原通油小路東入天神前町３３６番地,2018-06-27 00:00:00,135.75448619,34.99914518,2018,2010,1
2877,風月軒,"エターニティ株式会社
代表取締役　李　維",簡易宿所,H30.06.28,京都市南区上鳥羽堀子町６２番地,2018-06-28 00:00:00,135.74382908,34.96796432,2018,2010,1
3056,Ｃｏｚｙ　ｅｎｊｏｙｍｅｎｔ　ｈｏｔｅｌ　ｎｏ２９,"長谷川　拓真
　",簡易宿所,H30.06.28,京都市右京区梅津堤下町７６番地２,2018-06-28 00:00:00,135.7113371,34.99979197,2018,2010,1
2463,天神前,"有限会社Ｍｏｒｅ
代表取締役　柴垣　栄子",簡易宿所,H30.06.28,京都市下京区松原通油小路東入天神前町３５０番地１,2018-06-28 00:00:00,135.75505837,34.99892854,2018,2010,1
2876,ゲストハウス新町,"株式会社アイエムジー
代表取締役　西山　成在",簡易宿所,H30.06.28,京都市南区東九条下殿田町１５番地１６,2018-06-28 00:00:00,135.75669219999997,34.98040505,2018,2010,1
1100,世,"京清嵐株式会社
代表取締役　平田　晋也",簡易宿所,H30.06.29,京都市中京区西ノ京船塚町１２番地１６,2018-06-29 00:00:00,135.73719303,35.01195781,2018,2010,1
1101,京蔵別邸二条,"シーズン・リアルティ合同会社
代表社員　早水　和徳",簡易宿所,H30.06.29,京都市中京区西ノ京星池町１８１番地,2018-06-29 00:00:00,135.74007606,35.01314664,2018,2010,1
613,三休荘町家,"田村　徹
　",簡易宿所,H30.07.02,京都市左京区浄土寺東田町１７番地,2018-07-02 00:00:00,135.79189035,35.02632917,2018,2010,1
2878,ＪＰＲＥＳＥＲＶＥ　Ｉｓｈｉｄａｃｈｏ,"株式会社ＪＰ　ＲＥＳＥＲＶＥ
代表取締役　宮本　博昭",簡易宿所,H30.07.02,京都市南区東九条石田町２２番地２３,2018-07-02 00:00:00,135.76109184,34.97469459,2018,2010,1
3261,優遊　Ｉｎｎ　Ｆｕｓｈｉｍｉ　Ｋｙｏｔｏ,"孔　欣蕾
　",簡易宿所,H30.07.02,京都市伏見区深草山村町９９９番地４,2018-07-02 00:00:00,135.76714598,34.94876135,2018,2010,1
1102,Ｓｏｈｏ　４Ｂ,"合同会社Ｓｈｉｋｉ　Ｇｒｏｕｐ
代表社員　神田　千愛",簡易宿所,H30.07.02,京都市中京区錦小路通室町西入天神山町２７６番地，２７７番地,2018-07-02 00:00:00,135.75706076,35.00474754,2018,2010,1
2464,京町家のやど　室町　別邸,"株式会社建築事務所楊梅
代表取締役　大岩　英記",簡易宿所,H30.07.02,京都市下京区室町通五条下る大黒町２１４番地,2018-07-02 00:00:00,135.7581471,34.99517609,2018,2010,1
1103,Ｓｏｈｏ　１Ｃ,"合同会社Ｓｈｉｋｉ　Ｇｒｏｕｐ
代表社員　神田　千愛",簡易宿所,H30.07.02,京都市中京区錦小路通室町西入天神山町２７６番地，２７７番地,2018-07-02 00:00:00,135.75706076,35.00474754,2018,2010,1
2879,Ｏｎｅ　Ｍｏｒｅ　Ｈｅａｒｔ　ａｔ　Ｊｙｕｊｏ　１,"株式会社Ｏｎｅ　Ｍｏｒｅ　Ｈｅａｒｔ
代表取締役　吉田　奨",簡易宿所,H30.07.02,京都市南区西九条西柳ノ内町４８番地６,2018-07-02 00:00:00,135.75164811,34.97566098,2018,2010,1
3262,Ｓｔａｙ　Ｉｎｎ　ＫＯＴＯ　ステイ　イン　狐都,"櫻屋敷　英樹
　",簡易宿所,H30.07.03,京都市伏見区深草鈴塚町１番地６,2018-07-03 00:00:00,135.76840759,34.96967872,2018,2010,1
380,阿美弥,"ユース株式会社
代表取締役　山本　尚人",簡易宿所,H30.07.03,京都市上京区油小路通丸太町上る米屋町２８２番地１　北側,2018-07-03 00:00:00,135.7591074,35.02935088,2018,2010,1
1104,Ａｚｕｒｅ　Ｎｉｊｏ　Ｋｙｏｔｏ　Ｈｏｕｓｅ,"齋藤　節子
　",簡易宿所,H30.07.03,京都市中京区夷川通油小路東入東夷川町６３２番地１,2018-07-03 00:00:00,135.75406076,35.01473282,2018,2010,1
